Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Floored_age
0,1,"Natsch, Mr. Charles H",male,37.0,0,1,PC 17596,59400.0,C118,C,30.0
1,3,"Healy, Miss. Hanora ""Nora""",female,28.089285714285715,0,0,370375,15500.0,,Q,20.0
1,1,"Andrews, Miss. Kornelia Theodosia",female,63.0,1,0,13502,155916.59999999998,D7,S,60.0
0,3,"Lindblom, Miss. Augusta Charlotta",female,45.0,0,0,347073,15500.0,,S,40.0
0,2,"Parkes, Mr. Francis ""Frank""",male,29.44539711191336,0,0,239853,0.0,,S,20.0
0,3,"Rice, Master. Eric",male,7.0,4,1,382652,58250.0,,Q,0.0
1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,1,1,C.A. 2673,40500.0,,S,30.0
0,3,"Duane, Mr. Frank",male,65.0,0,0,336439,15500.0,,Q,60.0
0,3,"Olsson, Mr. Nils Johan Goransson",male,28.0,0,0,347464,15708.4,,S,20.0
0,3,"de Pelsmaeker, Mr. Alfons",male,16.0,0,0,345778,19000.0,,S,10.0
1,3,"Dorking, Mr. Edward Arthur",male,19.0,0,0,A/5. 10482,16100.000000000002,,S,10.0
0,1,"Smith, Mr. Richard William",male,29.44539711191336,0,0,113056,52000.0,A19,S,20.0
0,3,"Stankovic, Mr. Ivan",male,33.0,0,0,349239,17325.0,,C,30.0
1,3,"de Mulder, Mr. Theodore",male,30.0,0,0,345774,19000.0,,S,30.0
0,3,"Naidenoff, Mr. Penko",male,22.0,0,0,349206,15791.6,,S,20.0
1,2,"Hosono, Mr. Masabumi",male,42.0,0,0,237798,26000.0,,S,40.0
1,3,"Connolly, Miss. Kate",female,22.0,0,0,370373,15500.0,,Q,20.0
1,1,"Barber, Miss. Ellen ""Nellie""",female,26.0,0,0,19877,157700.0,,S,20.0
1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19.0,1,0,11967,182158.4,B49,C,10.0
0,2,"Levy, Mr. Rene Jacques",male,36.0,0,0,SC/Paris 2163,25750.0,D,C,30.0
0,3,"Haas, Miss. Aloisia",female,24.0,0,0,349236,17700.0,,S,20.0
0,3,"Mineff, Mr. Ivan",male,24.0,0,0,349233,15791.6,,S,20.0
0,1,"Lewy, Mr. Ervin G",male,30.81476923076923,0,0,PC 17612,55441.6,,C,30.0
0,3,"Hanna, Mr. Mansour",male,23.5,0,0,2693,14458.4,,C,20.0
0,1,"Allison, Miss. Helen Loraine",female,2.0,1,2,113781,303100.0,C22 C26,S,0.0
1,1,"Saalfeld, Mr. Adolphe",male,29.44539711191336,0,0,19988,61000.0,C106,S,20.0
1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50.0,0,1,PC 17558,495041.60000000003,B58 B60,C,50.0
1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,28.089285714285715,0,0,9234,15500.0,,Q,20.0
1,3,"McCoy, Mr. Bernard",male,28.089285714285715,2,0,367226,46500.0,,Q,20.0
0,3,"Johnson, Mr. William Cahoone Jr",male,19.0,0,0,LINE,0.0,,S,10.0
1,2,"Keane, Miss. Nora A",female,28.089285714285715,0,0,226593,24700.0,E101,Q,20.0
0,3,"Williams, Mr. Howard Hugh ""Harry""",male,29.44539711191336,0,0,A/5 2466,16100.000000000002,,S,20.0
1,1,"Allison, Master. Hudson Trevor",male,0.92,1,2,113781,303100.0,C22 C26,S,0.0
1,1,"Fleming, Miss. Margaret",female,30.81476923076923,0,0,17421,221766.6,,C,30.0
1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,1,0,PC 17758,217800.0,C65,C,10.0
0,2,"Abelson, Mr. Samuel",male,30.0,1,0,P/PP 3381,48000.0,,C,30.0
1,1,"Francatelli, Miss. Laura Mabel",female,30.0,0,0,PC 17485,113858.40000000001,E36,C,30.0
1,1,"Hays, Miss. Margaret Bechstein",female,24.0,0,0,11767,166316.6,C54,C,20.0
1,1,"Ryerson, Miss. Emily Borie",female,18.0,2,2,PC 17608,524750.0,B57 B59 B63 B66,C,10.0
0,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,1,1,250651,52000.0,,S,20.0
0,3,"Hendekovic, Mr. Ignjac",male,28.0,0,0,349243,15791.6,,S,20.0
0,2,"Hart, Mr. Benjamin",male,43.0,1,1,F.C.C. 13529,52500.0,,S,40.0
1,3,"Nilsson, Miss. Helmina Josefina",female,26.0,0,0,347470,15708.4,,S,20.0
1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,1,0,244367,52000.0,,S,20.0
0,2,"Moraweck, Dr. Ernest",male,54.0,0,0,29011,28000.0,,S,50.0
1,1,"Wick, Miss. Mary Natalie",female,31.0,0,2,36928,329733.4,C7,S,30.0
1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,1,1,16966,269000.0,E34,C,40.0
0,3,"Dennis, Mr. Samuel",male,22.0,0,0,A/5 21172,14500.0,,S,20.0
0,3,"Danoff, Mr. Yoto",male,27.0,0,0,349219,15791.6,,S,20.0
1,2,"Slayter, Miss. Hilda Mary",female,30.0,0,0,234818,24700.0,,Q,30.0
1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,1,1,248738,58000.0,,S,20.0
0,3,"Sage, Mr. George John Jr",male,29.44539711191336,8,2,CA. 2343,139100.0,,S,20.0
1,1,"Young, Miss. Marie Grice",female,36.0,0,0,PC 17760,271266.6,C32,C,30.0
0,3,"Nysveen, Mr. Johan Hansen",male,61.0,0,0,345364,12475.0,,S,60.0
1,2,"Ball, Mrs. (Ada E Hall)",female,36.0,0,0,28551,26000.0,D,S,30.0
1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1,1,363291,41050.0,,S,30.0
1,1,"Hippach, Miss. Jean Gertrude",female,16.0,0,1,111361,115958.4,B18,C,10.0
1,3,"McCoy, Miss. Agnes",female,28.089285714285715,2,0,367226,46500.0,,Q,20.0
0,1,"Partner, Mr. Austen",male,45.5,0,0,113043,57000.0,C124,S,40.0
0,1,"Graham, Mr. George Edward",male,38.0,0,1,PC 17582,306925.0,C91,S,30.0
0,3,"Vander Planke, Mr. Leo Edmondus",male,16.0,2,0,345764,36000.0,,S,10.0
1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,29.44539711191336,1,0,PC 17611,267300.0,,S,20.0
0,3,"Denkoff, Mr. Mitto",male,29.44539711191336,0,0,349225,15791.6,,S,20.0
0,1,"Pears, Mr. Thomas Clinton",male,29.0,1,0,113776,133200.0,C2,S,20.0
1,1,"Burns, Miss. Elizabeth Margaret",female,41.0,0,0,16966,269000.0,E40,C,40.0
1,3,"Dahl, Mr. Karl Edwart",male,45.0,0,0,7598,16100.000000000002,,S,40.0
0,1,"Blackwell, Mr. Stephen Weart",male,45.0,0,0,113784,71000.0,T,S,40.0
1,2,"Navratil, Master. Edmond Roger",male,2.0,1,1,230080,52000.0,F2,S,0.0
1,1,"Fortune, Miss. Alice Elizabeth",female,24.0,3,2,19950,526000.0,C23 C25 C27,S,20.0
0,2,"Collander, Mr. Erik Gustaf",male,28.0,0,0,248740,26000.0,,S,20.0
0,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,0,0,244361,26000.0,,S,20.0
0,2,"Fox, Mr. Stanley Hubert",male,36.0,0,0,229236,26000.0,,S,30.0
1,2,"Brown, Miss. Amelia ""Mildred""",female,24.0,0,0,248733,26000.0,F33,S,20.0
1,2,"Smith, Miss. Marion Elsie",female,40.0,0,0,31418,26000.0,,S,40.0
1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,29.44539711191336,1,0,386525,32200.000000000004,,S,20.0
1,3,"Coutts, Master. William Loch ""William""",male,3.0,1,1,C.A. 37671,31800.0,,S,0.0
0,3,"Dimic, Mr. Jovan",male,42.0,0,0,315088,17325.0,,S,40.0
0,3,"Odahl, Mr. Nils Martin",male,23.0,0,0,7267,18450.0,,S,20.0
0,1,"Williams-Lambert, Mr. Fletcher Fellows",male,29.44539711191336,0,0,113510,70000.0,C128,S,20.0
0,3,"Elias, Mr. Tannous",male,15.0,1,1,2695,14458.4,,C,10.0
0,3,"Arnold-Franchi, Mr. Josef",male,25.0,1,0,349237,35600.0,,S,20.0
0,3,"Yousif, Mr. Wazli",male,30.81476923076923,0,0,2647,14450.0,,C,30.0
0,3,"Vanden Steen, Mr. Leo Peter",male,28.0,0,0,345783,19000.0,,S,20.0
1,1,"Bowerman, Miss. Elsie Edith",female,22.0,0,1,113505,110000.0,E33,S,20.0
0,2,"Funk, Miss. Annie Clemmer",female,38.0,0,0,237671,26000.0,,S,30.0
1,3,"McGovern, Miss. Mary",female,28.089285714285715,0,0,330931,15758.4,,Q,20.0
1,3,"Mockler, Miss. Helen Mary ""Ellie""",female,28.089285714285715,0,0,330980,15758.4,,Q,20.0
0,3,"Skoog, Mr. Wilhelm",male,40.0,1,4,347088,55800.0,,S,40.0
0,2,"del Carlo, Mr. Sebastiano",male,29.0,1,0,SC/PARIS 2167,55441.6,,C,20.0
0,3,"Barbara, Mrs. (Catherine David)",female,45.0,0,1,2691,28908.4,,C,40.0
0,3,"Asim, Mr. Adola",male,35.0,0,0,SOTON/O.Q. 3101310,14100.0,,S,30.0
0,3,"O'Brien, Mr. Thomas",male,28.089285714285715,1,0,370365,31000.0,,Q,20.0
0,3,"Adahl, Mr. Mauritz Nils Martin",male,30.0,0,0,C 7076,14500.0,,S,30.0
1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60.0,1,0,110813,150500.0,D37,C,60.0
1,3,"Moussa, Mrs. (Mantoura Boulos)",female,30.81476923076923,0,0,2626,14458.4,,C,30.0
1,3,"Jermyn, Miss. Annie",female,28.089285714285715,0,0,14313,15500.0,,Q,20.0
1,1,"Aubart, Mme. Leontine Pauline",female,24.0,0,0,PC 17477,138600.0,B35,C,20.0
1,1,"Harder, Mr. George Achilles",male,25.0,1,0,11765,110883.4,E50,C,20.0
0,3,"Wiklund, Mr. Jakob Alfred",male,18.0,1,0,3101267,12991.6,,S,10.0
0,3,"Beavan, Mr. William Thomas",male,19.0,0,0,323951,16100.000000000002,,S,10.0
0,1,"Ringhini, Mr. Sante",male,22.0,0,0,PC 17760,271266.6,,C,20.0
0,3,"Palsson, Miss. Stina Viola",female,3.0,3,1,349909,42150.0,,S,0.0
1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,30.81476923076923,1,0,PC 17604,164341.6,,C,30.0
1,3,"Landergren, Miss. Aurora Adelia",female,22.0,0,0,C 7077,14500.0,,S,20.0
0,1,"Widener, Mr. Harry Elkins",male,27.0,0,2,113503,423000.0,C82,C,20.0
0,3,"Betros, Mr. Tannous",male,20.0,0,0,2648,8025.0,,C,20.0
0,3,"Gustafsson, Mr. Karl Gideon",male,19.0,0,0,347069,15550.0,,S,10.0
1,1,"Bidois, Miss. Rosalie",female,42.0,0,0,PC 17757,455050.0,,C,40.0
1,3,"Nakid, Miss. Maria (""Mary"")",female,1.0,0,2,2653,31483.399999999998,,C,0.0
0,3,"Tikkanen, Mr. Juho",male,32.0,0,0,STON/O 2. 3101293,15850.0,,S,30.0
1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35.0,1,0,113789,104000.0,,S,30.0
0,3,"Plotcharsky, Mr. Vasil",male,29.44539711191336,0,0,349227,15791.6,,S,20.0
0,2,"Davies, Mr. Charles Henry",male,18.0,0,0,S.O.C. 14879,147000.0,,S,10.0
0,3,"Goodwin, Master. Sidney Leonard",male,1.0,5,2,CA 2144,93800.0,,S,0.0
1,2,"Buss, Miss. Kate",female,36.0,0,0,27849,26000.0,,S,30.0
0,3,"Sadlier, Mr. Matthew",male,28.089285714285715,0,0,367655,15458.4,,Q,20.0
1,2,"Lehmann, Miss. Bertha",female,17.0,0,0,SC 1748,24000.0,,C,10.0
1,1,"Carter, Mr. William Ernest",male,36.0,1,2,113760,240000.0,B96 B98,S,30.0
1,3,"Jansson, Mr. Carl Olof",male,21.0,0,0,350034,15591.6,,S,20.0
0,3,"Gustafsson, Mr. Johan Birger",male,28.0,2,0,3101277,15850.0,,S,20.0
1,1,"Newell, Miss. Marjorie",female,23.0,1,0,35273,226550.0,D36,C,20.0
1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,0,2,PP 9549,33400.0,G6,S,20.0
0,3,"Johansson, Mr. Erik",male,22.0,0,0,350052,15591.6,,S,20.0
0,3,"Olsson, Miss. Elina",female,31.0,0,0,350407,15708.4,,S,30.0
0,2,"McKane, Mr. Peter David",male,46.0,0,0,28403,52000.0,,S,40.0
0,2,"Pain, Dr. Alfred",male,23.0,0,0,244278,21000.0,,S,20.0
1,2,"Trout, Mrs. William H (Jessie L)",female,28.0,0,0,240929,25300.0,,S,20.0
1,3,"Niskanen, Mr. Juha",male,39.0,0,0,STON/O 2. 3101289,15850.0,,S,30.0
0,3,"Adams, Mr. John",male,26.0,0,0,341826,16100.000000000002,,S,20.0
0,3,"Jussila, Miss. Mari Aina",female,21.0,1,0,4137,19650.0,,S,20.0
0,3,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1,0,STON/O2. 3101279,31700.0,,S,20.0
0,3,"Oreskovic, Miss. Marija",female,20.0,0,0,315096,17325.0,,S,20.0
0,2,"Gale, Mr. Shadrach",male,34.0,1,0,28664,42000.0,,S,30.0
0,3,"Widegren, Mr. Carl/Charles Peter",male,51.0,0,0,347064,15500.0,,S,50.0
1,2,"Richards, Master. William Rowe",male,3.0,1,1,29106,37500.0,,S,0.0
0,3,"Birkeland, Mr. Hans Martin Monsen",male,21.0,0,0,312992,15550.0,,S,20.0
0,3,"Lefebre, Miss. Ida",female,29.44539711191336,3,1,4133,50933.4,,S,20.0
0,3,"Sdycoff, Mr. Todor",male,29.44539711191336,0,0,349222,15791.6,,S,20.0
0,3,"Hart, Mr. Henry",male,28.089285714285715,0,0,394140,13716.6,,Q,20.0
1,1,"Minahan, Miss. Daisy E",female,33.0,1,0,19928,180000.0,C78,Q,30.0
0,2,"Cunningham, Mr. Alfred Fleming",male,29.44539711191336,0,0,239853,0.0,,S,20.0
1,3,"Sundman, Mr. Johan Julian",male,44.0,0,0,STON/O 2. 3101269,15850.0,,S,40.0
0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,29.44539711191336,0,0,343095,16100.000000000002,,S,20.0
1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,1,1,28220,65000.0,,S,30.0
1,2,"Silven, Miss. Lyyli Karoliina",female,18.0,0,2,250652,26000.0,,S,10.0
0,2,"Matthews, Mr. William John",male,30.0,0,0,28228,26000.0,,S,30.0
0,3,"Van Impe, Miss. Catharina",female,10.0,0,2,345773,48300.0,,S,10.0
0,3,"Gheorgheff, Mr. Stanio",male,30.81476923076923,0,0,349254,15791.6,,C,30.0
0,3,"Charters, Mr. David",male,21.0,0,0,A/5. 13032,15466.6,,Q,20.0
0,3,"Zimmerman, Mr. Leo",male,29.0,0,0,315082,15750.0,,S,20.0
0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,1,1,347080,28800.0,,S,20.0
0,3,"Rosblom, Mr. Viktor Richard",male,18.0,1,1,370129,40425.0,,S,10.0
0,3,"Wiseman, Mr. Phillippe",male,29.44539711191336,0,0,A/4. 34244,14500.0,,S,20.0
1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,1,0,2003,52000.0,,S,20.0
1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0,0,250655,52000.0,,S,10.0
0,3,"Flynn, Mr. James",male,28.089285714285715,0,0,364851,15500.0,,Q,20.0
1,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,0,0,SOTON/O.Q. 392078,16100.000000000002,E10,S,30.0
1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28.0,0,0,110564,53100.0,C52,S,20.0
1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,29.44539711191336,1,0,376564,32200.000000000004,,S,20.0
1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,1,0,SC/AH 3085,52000.0,,S,40.0
0,3,"Kallio, Mr. Nikolai Erland",male,17.0,0,0,STON/O 2. 3101274,14250.0,,S,10.0
0,1,"Silvey, Mr. William Baird",male,50.0,1,0,13507,111800.0,E44,S,50.0
1,1,"Carter, Miss. Lucile Polk",female,14.0,1,2,113760,240000.0,B96 B98,S,10.0
0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,2,2,W./C. 6608,68750.0,,S,20.0
1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,2,3,29106,37500.0,,S,20.0
0,1,"Fortune, Mr. Mark",male,64.0,1,4,19950,526000.0,C23 C25 C27,S,60.0
0,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,0,0,C.A. 18723,21000.0,,S,30.0
1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,1,1,F.C.C. 13529,52500.0,,S,40.0
0,3,"Hampe, Mr. Leon",male,20.0,0,0,345769,19000.0,,S,20.0
0,3,"Petterson, Mr. Johan Emil",male,25.0,1,0,347076,15550.0,,S,20.0
1,2,"Reynaldo, Ms. Encarnacion",female,28.0,0,0,230434,26000.0,,S,20.0
1,3,"Johannesen-Bratthammer, Mr. Bernt",male,29.44539711191336,0,0,65306,16225.000000000002,,S,20.0
1,1,"Dodge, Master. Washington",male,4.0,0,2,33638,163716.6,A34,S,0.0
1,2,"Mellinger, Miss. Madeleine Violet",female,13.0,0,1,250644,39000.0,,S,10.0
1,1,"Seward, Mr. Frederic Kimber",male,34.0,0,0,113794,53100.0,,S,30.0
1,3,"Baclini, Miss. Marie Catherine",female,5.0,2,1,2666,38516.6,,C,0.0
1,1,"Peuchen, Major. Arthur Godfrey",male,52.0,0,0,113786,61000.0,C104,S,50.0
0,2,"West, Mr. Edwy Arthur",male,36.0,1,2,C.A. 34651,55500.0,,S,30.0
0,3,"Hagland, Mr. Ingvald Olai Olsen",male,29.44539711191336,1,0,65303,39933.4,,S,20.0
0,1,"Foreman, Mr. Benjamin Laventall",male,30.0,0,0,113051,55500.0,C111,C,30.0
1,1,"Goldenberg, Mr. Samuel L",male,49.0,1,0,17453,178208.40000000002,C92,C,40.0
0,3,"Peduzzi, Mr. Joseph",male,29.44539711191336,0,0,A/5 2817,16100.000000000002,,S,20.0
1,3,"Jalsevac, Mr. Ivan",male,29.0,0,0,349240,15791.6,,C,20.0
0,1,"Millet, Mr. Francis Davis",male,65.0,0,0,13509,53100.0,E38,S,60.0
1,1,"Kenyon, Mrs. Frederick R (Marion)",female,29.44539711191336,1,0,17464,103725.0,D21,S,20.0
1,2,"Toomey, Miss. Ellen",female,50.0,0,0,F.C.C. 13531,21000.0,,S,50.0
0,3,"O'Connor, Mr. Maurice",male,28.089285714285715,0,0,371060,15500.0,,Q,20.0
1,1,"Anderson, Mr. Harry",male,48.0,0,0,19952,53100.0,E12,S,40.0
0,3,"Morley, Mr. William",male,34.0,0,0,364506,16100.000000000002,,S,30.0
0,1,"Gee, Mr. Arthur H",male,47.0,0,0,111320,77000.0,E63,S,40.0
0,2,"Milling, Mr. Jacob Christian",male,48.0,0,0,234360,26000.0,,S,40.0
0,3,"Maisner, Mr. Simon",male,29.44539711191336,0,0,A/S 2816,16100.000000000002,,S,20.0
0,3,"Goncalves, Mr. Manuel Estanslas",male,38.0,0,0,SOTON/O.Q. 3101306,14100.0,,S,30.0
0,2,"Campbell, Mr. William",male,29.44539711191336,0,0,239853,0.0,,S,20.0
0,1,"Smart, Mr. John Montgomery",male,56.0,0,0,113792,53100.0,,S,50.0
0,3,"Scanlan, Mr. James",male,28.089285714285715,0,0,36209,15450.0,,Q,20.0
1,3,"Baclini, Miss. Helene Barbara",female,0.75,2,1,2666,38516.6,,C,0.0
0,3,"Keefe, Mr. Arthur",male,29.44539711191336,0,0,323592,14500.0,,S,20.0
0,3,"Cacic, Mr. Luka",male,38.0,0,0,315089,17325.0,,S,30.0
1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,1,2,C.A. 34651,55500.0,,S,30.0
1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,0,0,SC/AH Basle 541,27583.4,D,C,20.0
0,3,"Strandberg, Miss. Ida Sofia",female,22.0,0,0,7553,19675.0,,S,20.0
0,1,"Clifford, Mr. George Quincy",male,29.44539711191336,0,0,110465,104000.0,A14,S,20.0
0,2,"Renouf, Mr. Peter Henry",male,34.0,1,0,31027,42000.0,,S,30.0
0,3,"Braund, Mr. Lewis Richard",male,29.0,1,0,3460,14091.6,,S,20.0
0,3,"Karlsson, Mr. Nils August",male,22.0,0,0,350060,15041.6,,S,20.0
1,3,"Hirvonen, Miss. Hildur E",female,2.0,0,1,3101298,24575.0,,S,0.0
0,3,"Goodwin, Master. Harold Victor",male,9.0,5,2,CA 2144,93800.0,,S,0.0
0,2,"Frost, Mr. Anthony Wood ""Archie""",male,29.44539711191336,0,0,239854,0.0,,S,20.0
0,3,"Rouse, Mr. Richard Henry",male,50.0,0,0,A/5 3594,16100.000000000002,,S,50.0
1,3,"Turkula, Mrs. (Hedwig)",female,63.0,0,0,4134,19175.0,,S,60.0
1,1,"Bishop, Mr. Dickinson H",male,25.0,1,0,11967,182158.4,B49,C,20.0
0,3,"Lefebre, Miss. Jeannie",female,29.44539711191336,3,1,4133,50933.4,,S,20.0
1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0,1,0,19943,180000.0,C93,S,30.0
0,1,"Kent, Mr. Edward Austin",male,58.0,0,0,11771,59400.0,B37,C,50.0
0,3,"Somerton, Mr. Francis William",male,30.0,0,0,A.5. 18509,16100.000000000002,,S,30.0
1,3,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,1,1,C.A. 37671,31800.0,,S,0.0
0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,29.44539711191336,1,0,65304,39933.4,,S,20.0
0,3,"Windelov, Mr. Einar",male,21.0,0,0,SOTON/OQ 3101317,14500.0,,S,20.0
0,1,"Molson, Mr. Harry Markland",male,55.0,0,0,113787,61000.0,C30,S,50.0
0,1,"Artagaveytia, Mr. Ramon",male,71.0,0,0,PC 17609,99008.4,,C,70.0
0,3,"Stanley, Mr. Edward Roland",male,21.0,0,0,A/4 45380,16100.000000000002,,S,20.0
0,3,"Yousseff, Mr. Gerious",male,30.81476923076923,0,0,2627,28916.6,,C,30.0
1,1,"Eustis, Miss. Elizabeth Mussey",female,54.0,1,0,36947,156533.4,D20,C,50.0
0,3,"Shellard, Mr. Frederick William",male,29.44539711191336,0,0,C.A. 6212,30200.0,,S,20.0
0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25.0,1,2,113781,303100.0,C22 C26,S,20.0
0,3,"Svensson, Mr. Olof",male,24.0,0,0,350035,15591.6,,S,20.0
0,3,"Calic, Mr. Petar",male,17.0,0,0,315086,17325.0,,S,10.0
0,3,"Canavan, Miss. Mary",female,21.0,0,0,364846,15500.0,,Q,20.0
0,3,"O'Sullivan, Miss. Bridget Mary",female,28.089285714285715,0,0,330909,15258.4,,Q,20.0
0,3,"Laitinen, Miss. Kristina Sofia",female,37.0,0,0,4135,19175.0,,S,30.0
1,1,"Maioni, Miss. Roberta",female,16.0,0,0,110152,173000.0,B79,S,10.0
0,1,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,1,0,PC 17758,217800.0,C65,C,10.0
1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,0,2,26360,52000.0,,S,30.0
1,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,29.44539711191336,0,0,111427,53100.0,,S,20.0
0,3,"Olsen, Mr. Henry Margido",male,28.0,0,0,C 4001,45050.0,,S,20.0
1,3,"Lang, Mr. Fang",male,26.0,0,0,1601,112991.6,,S,20.0
1,3,"Daly, Mr. Eugene Patrick",male,29.0,0,0,382651,15500.0,,Q,20.0
0,3,"Webber, Mr. James",male,29.44539711191336,0,0,SOTON/OQ 3101316,16100.000000000002,,S,20.0
1,1,"McGough, Mr. James Robert",male,36.0,0,0,PC 17473,52575.0,E25,S,30.0
1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0,1,0,PC 17603,118800.0,,C,50.0
0,3,"Coleff, Mr. Satio",male,24.0,0,0,349209,14991.6,,S,20.0
0,1,"Walker, Mr. William Anderson",male,47.0,0,0,36967,68041.6,D46,S,40.0
1,2,"Lemore, Mrs. (Amelia Milley)",female,34.0,0,0,C.A. 34260,21000.0,F33,S,30.0
0,3,"Ryan, Mr. Patrick",male,28.089285714285715,0,0,371110,48300.0,,Q,20.0
1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,1,0,226875,52000.0,,S,30.0
0,3,"Pavlovic, Mr. Stefo",male,32.0,0,0,349242,15791.6,,S,30.0
1,1,"Perreault, Miss. Anne",female,30.0,0,0,12749,187000.0,B73,S,30.0
0,3,"Vovk, Mr. Janko",male,22.0,0,0,349252,15791.6,,S,20.0
0,3,"Lahoud, Mr. Sarkis",male,30.81476923076923,0,0,2624,14450.0,,C,30.0
1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44.0,0,1,111361,115958.4,B18,C,40.0
0,3,"Kassem, Mr. Fared",male,30.81476923076923,0,0,2700,14458.4,,C,30.0
0,3,"Farrell, Mr. James",male,40.5,0,0,367232,15500.0,,Q,40.0
1,2,"Ridsdale, Miss. Lucy",female,50.0,0,0,W./C. 14258,21000.0,,S,50.0
0,1,"Farthing, Mr. John",male,29.44539711191336,0,0,PC 17483,443558.4,C95,S,20.0
0,3,"Salonen, Mr. Johan Werner",male,39.0,0,0,3101296,15850.0,,S,30.0
0,2,"Hocking, Mr. Richard George",male,23.0,2,1,29104,23000.0,,S,20.0
1,2,"Quick, Miss. Phyllis May",female,2.0,1,1,26360,52000.0,,S,0.0
0,3,"Toufik, Mr. Nakli",male,30.81476923076923,0,0,2641,14458.4,,C,30.0
0,3,"Elias, Mr. Joseph Jr",male,17.0,1,1,2690,14458.4,,C,10.0
1,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,30.81476923076923,0,2,2668,44716.6,,C,30.0
0,3,"Cacic, Miss. Marija",female,30.0,0,0,315084,17325.0,,S,30.0
1,2,"Hart, Miss. Eva Miriam",female,7.0,0,2,F.C.C. 13529,52500.0,,S,0.0
0,1,"Butt, Major. Archibald Willingham",male,45.0,0,0,113050,53100.0,B38,S,40.0
1,1,"LeRoy, Miss. Bertha",female,30.0,0,0,PC 17761,212850.0,,C,30.0
0,3,"Risien, Mr. Samuel Beard",male,29.44539711191336,0,0,364498,29000.0,,S,20.0
1,1,"Frolicher, Miss. Hedwig Margaritha",female,22.0,0,2,13568,99000.0,B39,C,20.0
1,1,"Crosby, Miss. Harriet R",female,36.0,0,2,WE/P 5735,142000.0,B22,S,30.0
0,3,"Andersson, Miss. Ingeborg Constanzia",female,9.0,4,2,347082,62550.0,,S,0.0
0,3,"Andersson, Miss. Sigrid Elisabeth",female,11.0,4,2,347082,62550.0,,S,10.0
1,2,"Beane, Mr. Edward",male,32.0,1,0,2908,52000.0,,S,30.0
0,1,"Douglas, Mr. Walter Donald",male,50.0,1,0,PC 17761,212850.0,C86,C,50.0
0,1,"Nicholson, Mr. Arthur Ernest",male,64.0,0,0,693,52000.0,,S,60.0
